Customer ID,SSN Number,Customer Name,Customer Surname,Email,Address Street,Address State,Address City,Address Country,Address Zipcode,Phone Number,Account Type,Account Balance,Customer Age,Date of Account Opening,Customer Gender,Customer Occupation,Customer Education Level
876b13f8-c8a2-4942-b328-7161bef91a65,380-30-5037,Heather,Hoffman,christopher37@example.net,75864 Jackson Springs,Nebraska,West Denisemouth,USA,26494,(751)830-2062x42622,Euro,88832.76,78,2003-07-29,Male,"Scientist, audiological",Bachelor
75e2c88f-b795-4ab4-b46b-74e50aca2dea,164-28-3383,Shawn,Marquez,halltodd@example.org,774 Conner Coves Suite 797,Montana,North Jennifer,USA,22376,(917)933-9370x873,TL,77171.92,38,2006-08-15,Male,Scientific laboratory technician,Master
b760ed27-ca0b-4b97-be5b-fa43d2b11122,105-77-7211,Sydney,Hughes,xjones@example.com,40949 Murphy Mountain Apt. 014,New York,Leeberg,USA,16933,001-811-486-4367x3639,Euro,46417.84,49,2002-11-04,Male,Haematologist,PhD
7481fc4a-637a-4795-9848-0411ae9f1ea3,788-17-1190,Bobby,Sherman,meganbarnes@example.net,6626 Johnson Lake Apt. 887,Kansas,Martinezfurt,USA,19950,341.334.0799x20287,Euro,56205.64,26,2004-01-04,Male,Energy manager,Master
d9d280da-b218-43df-92f8-73280d2a4152,599-96-2067,William,Gray,dpeterson@example.net,4244 White Extension,North Carolina,Port Scott,USA,14233,(042)919-3532x589,Dollar,14587.23,63,2003-07-07,Male,Barrister's clerk,Bachelor
cb938f01-c514-4c3a-88e6-e40cd47a3519,881-17-2675,Paul,Pitts,keithmorgan@example.net,4421 Jacob Meadow,Florida,Amystad,USA,90377,023-266-3456x932,TL,70670.03,32,2017-03-15,Male,Energy engineer,Bachelor
36e09327-f55e-4bb3-9700-16ba48e783af,370-71-1202,Crystal,Schmidt,mckeeemily@example.com,0464 Young Gardens Apt. 388,Massachusetts,Amandabury,USA,62803,421.177.0017,Euro,67396.85,53,2002-03-17,Female,Financial risk analyst,High School
f6c44be4-467b-4903-b621-53056ba14e73,229-27-9670,Angelica,Bell,lloydbrandon@example.net,3045 Amber Stream,Maine,Diazstad,USA,56652,4065824892,TL,17847.29,28,2002-05-05,Female,Actor,High School
1ea05d3e-3be0-44b1-9208-a703b829e661,206-50-4919,Eric,Johnson,burnettrhonda@example.com,69122 Michael Stravenue Apt. 303,Kansas,Bensonburgh,USA,80767,001-137-402-3217,TL,80164.63,34,2013-12-21,Female,Research scientist (physical sciences),Bachelor
e200ddd2-1655-4f1e-b25b-2d86be8720ae,691-87-9753,Jean,Diaz,abigail98@example.com,79940 Mandy Branch Suite 172,Alabama,New Jesseton,USA,62279,(782)572-2519x45913,TL,24691.51,38,2020-05-28,Female,Museum education officer,Master
5670d769-371c-4b27-ac00-3aeba368ee4d,146-20-8412,Sarah,Romero,michaelmoore@example.org,67123 Wood Meadow Suite 482,Connecticut,South Vanessa,USA,39173,001-942-258-1751x401,TL,79950.44,65,2000-12-23,Male,"Administrator, sports",High School
41ef8265-9d99-477f-ade6-abff963fc544,345-23-3783,Kenneth,Woods,martingina@example.org,129 Robert Glen,Delaware,New Christopher,USA,60077,(929)601-3799,Dollar,65303.2,26,2000-12-22,Female,Insurance claims handler,High School
55de5112-31e0-4f8b-af07-9768b7ea6dae,184-71-7609,Debra,Turner,tyler30@example.net,051 Holly Square,Ohio,East Theodorebury,USA,22503,001-547-564-0570x624,TL,28657.48,71,2020-09-25,Male,Armed forces logistics/support/administrative officer,Master
a27d291e-2e10-48d2-a251-316d8235202e,692-33-8412,Ronald,Krueger,salazarjason@example.net,5742 Benjamin Street,Vermont,Hardinghaven,USA,20841,260-752-8797,TL,38950.9,46,2010-07-19,Male,Ranger/warden,High School
1009d398-fa5c-4adb-9474-61648859ba04,611-87-0592,Charles,Russell,heather28@example.com,909 Jonathan Vista Apt. 209,West Virginia,Port Crystal,USA,06441,8222354331,Dollar,7401.79,54,2020-04-28,Male,Chartered accountant,Bachelor
c47e3599-9806-45b1-9de7-1091dc1c3904,246-95-0419,Lisa,Arellano,lance34@example.net,255 Heather Shore,West Virginia,Danielburgh,USA,45140,662-070-6180,TL,78189.64,18,2021-10-29,Male,Ranger/warden,Bachelor
c468d9c9-af5f-4de0-82b8-5a2cd77c3798,681-38-3621,Nicholas,Phillips,mbowers@example.org,80060 Katrina Roads Apt. 693,Nebraska,South Elizabethmouth,USA,22217,382.709.4955x444,TL,70226.21,45,2002-07-13,Female,Leisure centre manager,Bachelor
43b18470-e177-476b-8525-4abcb408559c,164-14-9683,Robert,Doyle,pamelamason@example.net,530 Shane Mountain,Illinois,Michellefort,USA,43407,630-600-9510x5050,TL,13299.31,48,2018-07-19,Female,"Engineer, production",Bachelor
52b5a553-7c6b-4d00-83e1-0b2ffd7fc084,111-74-2130,Amy,Hood,schneiderveronica@example.net,95981 Jennifer Unions,South Dakota,Floresstad,USA,45273,580-215-9190x7644,TL,3811.29,23,2017-09-18,Male,"Engineer, land",Master
acea5a65-0f1d-476d-806b-3f9178af24bc,890-65-2508,John,Fox,tiffanynewman@example.com,2582 Smith Canyon Suite 694,Idaho,West Tanyamouth,USA,85068,001-575-466-9644x80343,Dollar,11017.36,78,2006-04-05,Female,"Therapist, drama",High School
651f7c09-5b34-421c-ab75-8059b64f0f95,503-32-9581,Lisa,Myers,pmoore@example.com,3472 Khan Parkways Apt. 422,Massachusetts,Lake Matthew,USA,42402,001-803-514-5332x9635,Dollar,75565.59,52,2009-04-10,Male,Sub,PhD
3b182109-28b8-4bfb-aa45-81efebb898c3,480-36-9712,Lauren,Monroe,jeffreyalvarez@example.com,0194 Johnson Mountains,Arizona,Davidton,USA,24320,057.423.2221,Dollar,33448.67,36,2010-12-01,Female,"Psychotherapist, dance movement",High School
1f15c7a4-02cd-44ce-b885-3e805b6ef6a0,466-50-5984,Debra,Smith,peterjones@example.net,9426 Brian Key Apt. 316,Maryland,Jamesport,USA,01956,996.644.1045,Euro,14133.48,71,2005-02-26,Female,Emergency planning/management officer,High School
915a1451-c632-4a2b-8459-69cf0dc33595,281-14-7751,Kelly,Herring,scott12@example.com,23228 Strickland Avenue Suite 575,New York,East Katie,USA,57806,116.683.1904,Euro,53219.54,29,2014-09-02,Male,"Designer, industrial/product",High School
5a54c233-b8c3-4889-b285-9430e5fdb228,773-12-8258,Katherine,Shaw,brian39@example.org,599 Deborah Flats Apt. 959,Florida,Wolfside,USA,64792,(844)361-8677x99153,TL,75140.48,71,2023-02-19,Male,"Engineer, maintenance",Bachelor
34f89f56-65b9-4978-9927-d65994d43e5f,096-98-7035,Johnny,Dalton,williamsmatthew@example.org,2400 Brandon Extensions Apt. 161,New Hampshire,Port Angela,USA,80960,120-552-7072x6604,Dollar,99632.88,46,2006-12-27,Male,Stage manager,Master
f7151be2-7ef6-4ed2-90a7-f132ebcf2bc9,172-07-4735,Lisa,Johnson,livingstoncharles@example.net,73857 Ross Hollow Apt. 975,Illinois,Lake Kayla,USA,93049,+1-581-895-1662x7203,Euro,96427.02,72,2016-12-19,Female,Chartered accountant,High School
b9f512eb-6c4c-4da7-9cf6-8f717256d338,381-15-0682,Pamela,Navarro,cherrylarry@example.com,42057 Holden Glens Apt. 907,Texas,Port Maxwell,USA,65895,010-692-5124,TL,68766.21,61,2022-05-03,Male,Higher education lecturer,Bachelor
55b81c7a-b5c7-47f7-8bdf-fbb37f5b3e1f,461-81-9054,Diane,Harding,johnwarren@example.com,5253 Vincent Knolls Suite 701,Washington,New Chloebury,USA,06527,(446)108-6795x2586,TL,30824.92,36,2021-05-10,Male,"Social research officer, government",High School
377ae63b-1a7f-42b0-891f-db6ff2bef938,095-75-5368,Scott,Williams,zharper@example.org,790 Gordon Place Suite 751,Indiana,Georgeburgh,USA,80071,(777)604-2487,Dollar,45735.86,48,2000-02-03,Male,Chartered public finance accountant,PhD
b1273fe3-d0af-4ab0-bbff-3935181b5b9b,835-01-9305,Danielle,Sanchez,fsmith@example.org,501 Mills Prairie,Idaho,Roblesshire,USA,68187,001-775-380-3662x15453,Dollar,87397.94,18,2005-08-03,Male,Medical technical officer,Bachelor
a8c12e09-c00e-4be4-aec6-4be2abebb1c0,181-01-0478,Jason,Mcclain,ejohnson@example.org,28829 Mindy Run,Minnesota,Jacksonside,USA,19281,301-599-5391,Dollar,38201.85,22,2006-04-12,Male,Advertising account executive,PhD
d5f61d2a-80f2-4942-a290-0a0af341daa3,228-70-8867,Mary,Fuller,tyler36@example.net,70293 Rivera Falls Suite 502,Tennessee,West Samantha,USA,36247,685-555-1545,Euro,11372.21,52,2005-08-21,Female,"Pharmacist, community",PhD
5b67ce7b-a517-4353-8c73-8c79591bf6f0,703-49-7708,Heather,Jones,athompson@example.com,50241 Jesse Glen Suite 263,Washington,Staceybury,USA,44312,(239)871-9785x26351,TL,77926.77,39,2019-03-28,Female,Lobbyist,PhD
4316a737-a3db-4db6-8dfd-653e56a3414c,592-63-3713,Eric,Hansen,taylorsummers@example.com,95538 Garza Road Apt. 622,Florida,Danielshire,USA,65373,001-065-611-9134x86403,Euro,38167.65,80,2000-01-18,Male,"Scientist, water quality",Master
79d9f31a-f69e-4b11-b484-2439b2ee64ee,261-18-8709,Jennifer,Preston,chloe51@example.org,6118 Murphy Bridge Apt. 323,Pennsylvania,Nicolemouth,USA,35716,534-706-8853,Dollar,48634.61,26,2002-07-12,Female,"Horticulturist, amenity",Master
2681b8fe-c47d-478a-884d-bf94d3f9a4f2,467-21-7213,Jonathan,Johnson,justinrosario@example.org,1582 Jason Courts Suite 626,South Carolina,New Tammy,USA,54346,+1-849-157-3354x884,Euro,57685.16,74,2020-12-28,Male,"Pharmacist, hospital",High School
3fe9f6ff-ccf6-4009-abdb-cf57abfcb8f5,321-58-0624,Cindy,Clark,amy01@example.net,111 Christian Club,Maine,North Jermainetown,USA,67044,1674518816,Dollar,21924.51,20,2016-12-27,Male,Chartered accountant,Bachelor
b0c37384-674f-4261-a453-5cda7d39c380,823-35-7793,Hannah,Richards,catherinemiller@example.net,3708 Haley Roads Apt. 721,South Carolina,Jacksonborough,USA,59114,+1-952-704-3108,Euro,53335.79,71,2007-06-14,Female,Quantity surveyor,Bachelor
f89b6e4c-734f-4523-9cc4-c9e94edb98be,750-44-1028,Hannah,Stewart,pkennedy@example.org,8269 Diana Cliffs Suite 988,Georgia,Frederickview,USA,15908,1682007113,TL,73411.67,36,2015-07-15,Male,Printmaker,Master
9f424d13-4297-41a7-aceb-47999b3a5658,149-09-7564,Jonathan,Massey,dana57@example.net,93113 Suarez Pines,Georgia,New Kimberly,USA,50104,001-094-062-8050x514,Euro,34459.22,79,2019-03-17,Male,Data processing manager,PhD
fa555e28-78ee-4fdc-b6bf-9247cd64cb9c,324-82-6608,Terrence,Fields,howarddavid@example.com,680 Kelly Junction,Utah,Watkinsmouth,USA,76839,+1-418-012-9281x583,Dollar,78208.59,60,2008-03-09,Male,Geophysicist/field seismologist,PhD
fe9af142-e8e2-4fd6-8e87-fefa497d78fa,464-32-1170,Eric,Morton,ashleymonroe@example.org,962 Stephanie Way,Arizona,Harrismouth,USA,15407,+1-159-214-6326x40030,Dollar,64463.41,52,2012-10-10,Male,Photographer,High School
934e3b37-9344-4461-ab3c-68dfb5894565,206-47-3681,John,Camacho,katherine96@example.org,2721 Jose Hills Apt. 869,Texas,North Brianside,USA,46372,+1-165-801-9460x5577,Euro,44091.56,48,2022-04-23,Female,Scientific laboratory technician,High School
a6034a3f-117c-4c11-8500-028d9cc9cbc5,373-88-5306,Lauren,Garcia,ashley67@example.com,53559 Fuentes Inlet Suite 493,Maryland,East Courtney,USA,79671,(366)253-0351x26660,Dollar,65092.57,30,2017-10-17,Male,Medical secretary,Bachelor
003cb933-2a15-4704-80d6-bed9824f3e6a,812-16-2242,Kristin,Hall,njennings@example.org,8298 Adams Meadows,Massachusetts,South Tylerville,USA,16033,(758)158-5731,Dollar,56258.92,37,2009-01-04,Female,"Civil engineer, contracting",PhD
6159f96f-1927-4e4a-ab15-0d9dd33c7878,385-69-3715,Michelle,Harris,lcontreras@example.org,598 Powell Cove,Connecticut,New Michelle,USA,55935,001-381-025-3134x91160,TL,95274.46,53,2012-08-31,Male,Cytogeneticist,High School
e63b1678-594e-4c43-b4f5-4fa81aa5d0a9,516-74-0760,Kelly,Johnson,brookscindy@example.net,9751 Carl Fall Suite 123,Colorado,Port Ryanton,USA,22799,596-806-2007,TL,58543.95,65,2015-09-12,Female,Ambulance person,PhD
5e6ae380-6dd9-41c1-859c-c39f43189180,408-12-7066,Christopher,Klein,petersonjonathan@example.com,81440 Meadows Light,New Mexico,Penningtontown,USA,78082,(393)735-0599,Euro,68252.93,77,2015-07-13,Female,Ranger/warden,PhD
bd367ff1-bf49-4e64-b0c3-9d4f99204342,622-90-4938,Michelle,Shaw,carol33@example.org,436 Gutierrez Forest Apt. 619,Indiana,Herreraview,USA,67375,+1-584-973-0149,Euro,62294.9,49,2010-05-14,Female,"Designer, textile",Bachelor
b7a8d315-589e-4d68-85e5-4ad2e5121521,727-27-9850,Tina,Obrien,brian06@example.org,312 Jacqueline Squares Apt. 490,North Dakota,Veronicaberg,USA,30699,449-267-2257x61504,TL,65426.95,60,2018-04-07,Female,Chief of Staff,PhD
59b0f02c-82e6-4adb-94ab-355ca48da57b,760-19-0826,Meghan,Keller,lisa57@example.net,258 Leslie Dam Suite 632,Texas,Mcdowelltown,USA,54294,175.137.2033x7857,Dollar,21695.25,52,2022-07-11,Female,"Lighting technician, broadcasting/film/video",High School
dec68daa-703a-4e54-8d48-7e782aad5e6d,532-32-0582,Tammy,Miller,cbrown@example.org,87775 French Mill Suite 224,North Dakota,Angelicatown,USA,77486,307.508.1841x0551,Dollar,82331.34,61,2011-08-20,Female,Operational researcher,PhD
4b98d186-91a7-4bf0-b08a-359d8c82fd02,497-71-7743,Tiffany,Ochoa,twatkins@example.org,313 Megan Ranch Apt. 137,West Virginia,North Brittney,USA,62718,058.632.5693x7120,Dollar,23262.04,20,2001-11-04,Male,IT sales professional,PhD
3c4f9591-4e2a-4f49-971f-f108241e8efe,537-45-8773,Walter,Johnson,gfox@example.com,51760 Young Lodge Apt. 601,Delaware,New Michaelfort,USA,95883,061.394.0052,TL,41700.39,51,2016-09-30,Female,Therapeutic radiographer,PhD
e21f3e4e-cb4a-458f-9435-993e5ccd4ed0,122-34-9307,James,Patterson,sylvialang@example.org,1766 Michelle Springs,Rhode Island,Markchester,USA,75553,(362)560-1148x42931,Dollar,78691.72,64,2009-10-17,Female,"Geologist, wellsite",Master
21284365-9d34-4d02-bcc9-fcd20b9a5036,034-33-8184,Jamie,Cruz,enavarro@example.com,234 Rachel Lights Suite 597,New Mexico,Erikville,USA,25361,950-446-1465,Dollar,76232.85,22,2016-04-29,Male,Hydrologist,Bachelor
71f809e7-7c9e-4c60-9170-1c49c0e7768c,012-17-0530,April,Baker,russellmelton@example.net,452 Figueroa Greens,Rhode Island,Vargasview,USA,41888,(088)699-7261x12176,Dollar,62559.91,49,2010-05-01,Male,Theatre manager,Master
28f37ca1-dc18-4d54-accf-a57a51190667,697-28-5430,Shane,Hall,georgesteven@example.com,6984 Coffey Tunnel Apt. 743,Nebraska,West Patricia,USA,47077,(441)630-0141,Dollar,68887.44,60,2018-08-08,Male,"Production designer, theatre/television/film",High School
f43615f2-afe9-4c27-be68-a801c66dc817,368-92-5709,Nancy,Reeves,churchmark@example.net,40831 Sanders Manor,Massachusetts,Caseymouth,USA,36631,+1-019-621-3547,TL,14700.91,22,2001-11-25,Female,Chiropractor,PhD
a7ab4d76-01e5-4589-81c5-5d7f8ed20f65,433-91-3770,John,Walker,jamiewilliams@example.org,896 Frank Island,Pennsylvania,Andrewport,USA,37198,(886)236-6006,Dollar,40579.81,42,2007-01-05,Male,Medical technical officer,Master
8287be1c-6806-4229-89a4-cd6b1e8836ed,609-15-8718,Ann,Travis,jessica48@example.com,7690 Morrow Valley,Pennsylvania,Leemouth,USA,39434,977-563-2623x39165,Dollar,19044.79,66,2021-07-05,Male,Building services engineer,PhD
0cd62dd0-e87c-4082-97f1-ce7b1bbaad72,721-43-7934,Marvin,Cooke,cmiller@example.net,1500 Huff Gardens,Wisconsin,Garrettland,USA,88504,980.259.3734,Dollar,96855.37,39,2020-05-12,Female,"Engineer, building services",Bachelor
0abc5005-e81d-4fca-9df8-74a3ca386527,625-80-7185,Anna,Tucker,jgonzalez@example.com,6839 Brown Street Apt. 715,South Carolina,Tristanville,USA,17240,995-404-8399,TL,85495.79,71,2012-11-18,Female,"Surveyor, commercial/residential",PhD
500ac82f-75cc-400d-8c67-5d291b34ed84,597-77-0346,Tara,Perez,patty85@example.org,45246 Danielle Turnpike Apt. 621,Missouri,South Brenda,USA,74969,811-980-6348,TL,3499.13,37,2006-12-07,Female,Research scientist (life sciences),Master
44bb13ee-df64-489c-8a1c-a51d5476ebdb,496-03-1493,Samuel,Collins,cartermelanie@example.org,51842 Christopher Extension,Utah,New Mario,USA,84378,001-034-743-0834x2383,Euro,69178.42,27,2018-08-17,Male,Sports coach,Master
02eedef9-9d30-4081-b8d1-24de7f3c34da,283-09-5661,Ronnie,Nelson,byoder@example.net,863 Joyce Plaza,Alaska,Williamstad,USA,98808,+1-538-169-3050x691,TL,95779.8,27,2019-10-12,Female,Event organiser,PhD
de9585aa-60f1-4ab0-b30b-17d9840f586b,658-85-1392,Paige,Johnson,knappshawn@example.net,35950 Flores Circles,Colorado,Greeneborough,USA,29732,001-242-411-0048x73119,Euro,19233.23,57,2007-11-29,Male,Environmental manager,Bachelor
28e10dc2-fa11-4e16-85ca-bf8254a0410e,481-73-6027,Karen,Hughes,thomas03@example.org,5366 Antonio Island Suite 639,North Dakota,New Jeanview,USA,87920,269-992-6752x857,Dollar,74930.37,77,2010-02-25,Male,Research scientist (medical),High School
2467877e-b031-4cb5-9230-3d47429e4063,552-38-6975,Emma,Phillips,fernandezkathryn@example.org,664 King Ramp,South Carolina,Hallton,USA,74848,8786593701,TL,3360.74,46,2007-11-18,Male,Biomedical engineer,Bachelor
37187cb0-b1a3-4191-9581-e02790171a98,239-65-3533,Maureen,Merritt,umason@example.com,58528 Flores Viaduct,Georgia,Clairefort,USA,64214,(196)984-7320,TL,76293.25,27,2006-03-21,Female,"Therapist, occupational",Bachelor
97872b2f-37a0-46a4-ab2a-a21addbd3a29,254-42-4492,Timothy,Jackson,ericbeck@example.net,150 Nguyen Pine Suite 235,Mississippi,Lake Darrellchester,USA,90340,476-484-7846x597,TL,38098.13,74,2004-12-29,Male,Sub,Master
dedea389-4c18-4723-9864-b8d4f4de76c1,335-20-7771,Angela,Newman,randallwoods@example.net,278 Jimenez Port Apt. 362,Indiana,West Johnnymouth,USA,39982,741-438-2252x23209,TL,52026.55,56,2007-01-05,Female,"Embryologist, clinical",Bachelor
0158d563-8a73-43a5-993e-e789ab33af15,078-98-2494,Aimee,Riley,vwheeler@example.com,993 Johnny Gateway,New Mexico,South Cherylside,USA,06204,001-867-620-0091x52779,Euro,56921.63,39,2003-06-02,Male,Animator,Bachelor
0eba54d7-0a8a-4c54-8cc8-c78466b6b104,426-88-6915,Benjamin,Gaines,georgeelizabeth@example.net,77717 Kimberly Roads Suite 981,Oklahoma,North Vanessa,USA,84980,730-617-3185x750,Dollar,62916.71,30,2004-04-30,Male,Radio broadcast assistant,Bachelor
5ede8c65-d87f-490a-8a8d-838aaa428077,218-28-5395,David,Dawson,qguzman@example.com,590 Julia Fords,Arkansas,New Ernest,USA,07925,3212040517,Euro,52707.17,64,2006-11-03,Male,Cartographer,Bachelor
